number	title	pageid	namespace	length	touched
625	Bayerischer_Wald	31812		48794	20181214075634
626	Süßwasser	31849		3649	20181208141936
627	Ethan	31905		9564	20181210113116
628	Josef_Munzinger	31910		9461	20181210120713
629	Acetaldehyd	31944		13126	20181210113116
630	Schießpulver	32052		2179	20181119192649
631	Eifel	32066		79169	20181208141936
632	Lagerfeuer	32125		27497	20180926200124
633	Permafrostboden	32226		24761	20181211163356
634	Wilhelm_Matthias_Naeff	32426		9501	20181210120713
635	Decca-Navigationssystem	32434		75156	20181123205844
636	Friedrich_Frey-Herosé	32453		12415	20181210115650
637	Staubfeuerung	32497		1652	20181126193819
638	Weide_(Grünland)	32519		25263	20181218083551
639	Weidegerechtigkeit	32520		1160	20181215141410
640	Blume_des_Jahres	32576		9422	20181218214209
641	Arnika	32677		29252	20181215154646
642	Parasitoid	32695		13411	20180907225119
643	Titan(IV)-oxid	32719		38952	20181210113116
644	Dynamit	32773		6251	20181216161023
645	Nitroglycerin	32818		16953	20181217193543
646	Grand-Canyon-Nationalpark	32891		41539	20181123205844
647	Neumarkt_in_der_Oberpfalz	32983		100440	20181210103016
648	Norderney	33005		254496	20181218070143
649	Nordstrand	33006		16241	20181211162605
650	Scilly-Inseln	33194		16646	20181207221152
651	Theobromin	33455		12222	20181210113116
652	Brache	33837		7324	20181210074105
653	Kea_(Vogelart)	33977		7493	20181217002342
654	Rasenmäher	33990		17021	20181208141936
655	Bille	34114		11336	20181215154646
656	Kaka	34164		7178	20181208124202
657	Dünnschnabelnestor	34184		3133	20181208124202
658	Internationales_Jahr_des_Süßwassers	34191		1295	20180628073114
659	Dieselkraftstoff	34195		21153	20181219182504
660	Amerikanischer_Aal	34215		3545	20181208141936
661	Nomadismus	34251		34240	20181220081624
662	Aalreuse	34356		2545	20180720060745
663	Longterm_Ecological_Observatory	34615		1115	20171125091452
664	Schwebstofffilter	34626		7898	20180916065205
665	Schwarzspecht	34747		44574	20181208141936
666	Ardipithecus	34762		4323	20181126102836
667	Paranthropus	34768		7972	20181217141831
668	Wengernalp	34774		982	20180925172012
669	Ardipithecus_ramidus	34788		39787	20181208141936
670	Australopithecus_afarensis	34793		34870	20181220072822
671	Buntspecht	34838		15904	20181208124202
672	Grünspecht	34841		29092	20181216161023
673	Maikäfer	34860		10583	20181216131803
674	Homo_erectus	34885		59182	20181203082344
675	Homo_ergaster	34898		14765	20181126102836
676	Homo_antecessor	34900		20584	20181126102836
677	Homo_heidelbergensis	34950		36458	20181203082846
678	Makedonien_(geographische_Region_Griechenlands)	34956		30807	20181216161023
679	Sandbank	34971		2500	20181208141937
680	Holzgeist	35142		54	20181204204457
681	Steppe	35416		9081	20181216161023
682	Lippe_(Land)	35527		27018	20181208141937
683	Lichtverschmutzung	35577		45170	20181216161023
684	Hunsrück	35612		65655	20181208141937
685	Repellent	35681		12665	20180919085130
686	Fernerkundung	35687		19428	20181215154646
687	Rungholt	35702		29080	20181216161023
688	Kempten_(Allgäu)	35705		161663	20181208141937
689	Rekultivierung	35742		4124	20181109093556
690	Renaturierung	35746		5170	20181208141937
691	Klettern	35790		49769	20181215154646
692	Solling	35811		29457	20181208141937
693	Bewässerung	35963		35455	20181215154646
694	Richard_Dawkins	36058		41058	20181218140305
695	Trofim_Denissowitsch_Lyssenko	36250		10942	20181216161023
696	Landwirt	36252		40812	20181213193058
697	Gemeiner_Birkenpilz	36351		3945	20181126102836
698	Steckling	36359		16597	20181003063727
699	Grätzel-Zelle	36370		10987	20181216161023
700	Ewer	36376		5026	20181216161023
701	Planktologie	36542		2775	20180105114206
702	Aerosol	36642		31243	20181219155654
703	Hans_Ehard	36652		10899	20181119170456
704	Priel	36665		5352	20180908121241
705	Max_Streibl	36694		11253	20181208141937
706	Seismische_Wellen	36722		13476	20181208141937
707	Meeraal	36773		11047	20181215154646
708	Luftfilter	36776		14258	20180924143528
709	Ösel_(Berg)	36788		4329	20181123205844
710	Störe	36803		42532	20181215154646
711	Europäischer_Stör	36814		7151	20181215154646
712	EcoSCOPE	36829		6413	20180508003523
713	Chilenische_Araukarie	36960		10500	20181215154646
714	Kreide-Paläogen-Grenze	36977		25506	20181208141937
715	Habitat	36990		10378	20181208141937
716	Biozönose	36995		10317	20181217141831
717	Caldera_(Krater)	37112		7965	20181216161011
718	Symbiont	37178		907	20180924143340
719	Ken_Saro-Wiwa	37198		9413	20181208141937
720	Francesco_Petrarca	37276		23252	20181208141937
721	Ketamin	37368		40654	20181217221139
722	Isidor_Isaac_Rabi	37434		8564	20181215154646
723	Kaiserstuhl_(Gebirge)	37450		40005	20181208141937
724	Bodenhorizont	37478		15973	20181109142250
725	Bergisches_Land	37488		48626	20181123205844
726	Ernst_August_von_Hannover_(1954)	37514		15818	20181118132248
727	Slowinzischer_Nationalpark	37663		1754	20181203153631
728	Apomorphin	37692		9618	20181210113116
729	Tollense	37803		10838	20181215154646
730	Siliciumcarbid	37871		29995	20181219220118
731	Beate_Uhse	37914		17669	20181218140305
732	Salinität	37926		12313	20181216161024
733	Kölsch-Konvention	37942		5813	20181208141937
734	Karst_(Südeuropa)	38017		8171	20181030160613
735	Karst	38018		80526	20181215154646
736	Furan	38029		9682	20181216161024
737	Thiophen	38032		8222	20181210113116
738	Sedimentation	38045		9824	20181026212317
739	Benzol	38054		52567	20181210190656
740	R-_und_S-Sätze	38102		29330	20181216161024
741	Zitrone	38195		35625	20181216161024
742	Sinosauropteryx	38271		5722	20181126102836
743	Fisch_des_Jahres_(Deutschland)	38317		6029	20181129124417
744	Inkohlung	38394		4977	20181003063728
745	Braunkohle	38399		25006	20181216161024
746	Steinkohle	38400		26829	20181219221807
747	Anthrazitkohle	38402		296	20181219221800
748	Koks	38405		5566	20181218112450
749	Hexamethylentriperoxiddiamin	38517		8065	20181210113116
750	Pflanzensoziologische_Einheiten_nach_Oberdorfer	38644		24031	20180915121958
751	Pflanzensoziologie	38653		17202	20181216161024
752	Brisanz_(Chemie)	38700		1475	20181208141937
753	Kaliumperchlorat	38737		7304	20181210113116
754	Heiliggeistkirche_(Heidelberg)	38790		48831	20181210074105
755	Kompostierung	38850		41801	20181208141937
756	Erich_Oberdorfer	38901		13001	20181211035218
757	Ammoniumnitrat	38911		19619	20181210113116
758	Kreis_Steinfurt	38947		25761	20181208141937
759	Quappe	38999		9079	20181208124202
760	Moor	39078		49496	20181215154646
761	Aldo_Leopold	39113		12430	20181215095210
762	Kreis_Lippe	39195		25469	20181208141937
763	Zentrifuge	39263		14200	20181208141937
764	Hans_Carl_von_Carlowitz	39405		14952	20181208141937
765	Bismut	39609		33869	20181214202803
766	Räuber-Beute-Beziehung	39627		10381	20181215154646
767	Syntop	39652		2516	20180703180834
768	Alfred_J._Lotka	39712		7196	20181204111233
769	Lotka-Volterra-Regeln	39716		9524	20181208141937
770	Landkreis_Hameln-Pyrmont	39870		31362	20181208141937
771	Höhenkrankheit	40076		13041	20181216043536
772	Iwan_Wladimirowitsch_Mitschurin	40102		5455	20181216161024
773	Aalsuppe	40123		4910	20181214095614
774	Braunbär	40133		81118	20181220073336
775	Dodekanes	40172		21565	20181216161024
776	Aerobie	40185		4851	20181218155713
777	Landkreis_Lüchow-Dannenberg	40217		43733	20181208223905
778	Totenkopfschwärmer	40290		52162	20181215154646
779	Lidl	40473		75392	20181219101116
780	Kabeljau	40500		23543	20181215154646
781	Landkreis_Cochem-Zell	40532		19127	20181208141937
782	Schlern	40639		7507	20181216161024
783	Pampelmuse	40680		7456	20181216161024
784	Friedensreich_Hundertwasser	40706		70827	20181212113734
785	Acetylcholin	40746		10813	20181210113116
786	Lakonien	40754		4401	20181216161024
787	Fischotter	40943		21093	20181220073336
788	Naphthalin	41004		16172	20181217141831
789	Isteiner_Klotz	41018		13655	20181123205844
790	Fluorchlorkohlenwasserstoffe	41289		13916	20181215154646
791	Landkreis_Oberallgäu	41317		17654	20181208141937
792	Ambrosius_von_Mailand	41362		27325	20181210090549
793	Feldberg_(Berg_im_Schwarzwald)	41493		31530	20181208141937
794	Thermophilie	41724		4941	20181216161024
795	Essigsäure	41798		71737	20181216161024
796	Alfred_Hugenberg	41801		23857	20181208141938
797	Hydrolyse	41818		9969	20181216161024
798	Liste_der_neuzeitlich_ausgestorbenen_Vögel	41820		63633	20181219201014
799	Liste_ausgestorbener_Tiere_und_Pflanzen	41823		7455	20181208141938
800	Artemis	41983		28212	20181217141831
801	Colchicin	42019		16830	20181211120634
802	Pestizid	42021		13095	20181216161024
803	Akarizid	42041		2055	20181026150329
804	Kraichgau	42062		30809	20181208141938
805	Iodwasserstoff	42288		5792	20181210113116
806	Wasserscheide	42289		13997	20181208141938
807	Zinkoxid	42310		16214	20181210113116
808	Rodung	42311		10509	20181208104713
809	Schlucht	42315		3898	20181201162006
810	Erholung	42347		13427	20181216161024
811	Reinhard_Bütikofer	42513		9585	20181218140305
812	Lithiumaluminiumhydrid	42623		11001	20181210113116
813	Brian_May	42680		61080	20181218140305
814	Bullensee	42808		3549	20181123205844
815	Thrakien_(Landschaft)	42828		23427	20181217141831
816	Tarpan	42877		27937	20181215154646
817	Kolk	42899		6118	20181022121109
818	Weinsäure	42922		18504	20181210113116
819	Azoren	43305		42320	20181217125207
820	El_Hierro	43314		71367	20181215154646
821	Abietinsäure	43403		4304	20181210113116
822	Fuchsin	43415		6374	20181210113116
823	Chlorwasserstoff	43482		6271	20181213191547
824	Ammoniumchlorid	43605		7328	20181210113116
825	Liste_von_Schiffen_mit_dem_Namen_Rainbow_Warrior	43670		2456	20180607154927
826	Nitrifikation	43703		11627	20180924143341
827	Geothermische_Tiefenstufe	43946		3123	20181208141938
828	Stickstoffdioxid	44175		36347	20181215154646
829	Ammonifikation	44178		2122	20180703180835
830	Äpfelsäure	44277		9549	20181210113116
831	Siebengebirge	44521		27771	20181216172116
832	Eurasischer_Luchs	44528		54848	20181220073336
833	Amrum	44627		106834	20181208141938
834	Pellworm	44629		24157	20181208141938
835	Oxalsäure	44637		17454	20181210113116
836	Richard_von_Weizsäcker	44691		53040	20181218194414
837	Quecksilber(II)-chlorid	44826		6668	20181210113116
838	Right_Livelihood_Award	44845		17223	20181216161011
839	Natronlauge	44870		6618	20181210113116
840	Nationalparks_in_Thailand	44908		10985	20181216161024
841	Calciumcarbid	45094		13319	20181210113116
842	Ethin	45097		35423	20181217141831
843	Herdvorgang	45107		2782	20171125054921
844	Mont_Ventoux	45154		21547	20181214171200
845	Landschaftsökologie	45290		23208	20181207112933
846	Ethen	45296		28604	20181211181435
847	Kokosinseln	45377		20904	20181216161025
848	Kokos-Insel_(Costa_Rica)	45386		37332	20181216161025
849	Sushi	45487		29660	20181216161025
850	Kaliumiodid	45703		13680	20181211132311
851	Kaliumbromid	45706		7121	20181210113116
852	Kalilauge	45709		4112	20181210113116
853	Mittelozeanischer_Rücken	45734		16224	20181216161025
854	Karlsburg_(Winnemark)	45785		27495	20181123205844
855	Seehund	45802		21672	20181220073336
856	Toluol	45864		23718	20181210113116
857	Benzaldehyd	45868		7296	20181210113116
858	Kaliumhydroxid	45908		6571	20181213192703
859	Mário_Soares	45909		22652	20181215154646
860	Ararat	45963		9469	20181216161025
861	Neith_(ägyptische_Mythologie)	46087		5260	20181208184819
862	Heidesee	46190		17298	20181208141938
863	Pyridin	46418		65355	20181215154646
864	Alfred-Wegener-Institut	46438		16826	20181217125251
865	Anthracen	46466		8487	20181215205350
866	Mesitylen	46540		8289	20181219123324
867	Kaiserling	46661		6852	20181129222752
868	Jackfruchtbaum	46680		14631	20181212165610
869	Thessalien	46923		19989	20181217141831
870	Meereskunde	47292		46220	20181118185953
871	Ferrocen	47392		15423	20181216161025
872	Weißstorch	47415		24944	20181215154646
873	Bad_Aibling	47451		42048	20181218175831
874	Apfelsaft-Paragraph	47677		4156	20180924152754
875	Photovoltaikanlage	48046		46283	20181218091459
876	Ruß	48099		34311	20181218014948
877	Schopf-Tintling	48127		6392	20181208141938
878	Edersee	48237		45627	20181213213848
879	Biasca	48328		25431	20181215154646
880	Gold-Röhrling	48354		4571	20181208141938
881	Gemeiner_Steinpilz	48362		89541	20181208141938
882	Frederik_Willem_de_Klerk	48443		11542	20181029202232
883	Richtlinie_92/43/EWG_(Fauna-Flora-Habitat-Richtlinie)	48529		26110	20181216161025
884	Kaviar	48647		23153	20181216161025
885	Phosgen	48684		11396	20181215154646
886	Mikrometeorit	48693		2861	20180903123819
887	Kupfersulfat	48825		11316	20181210113116
888	Anoxisch	48895		2239	20180917184359
889	Dürre	49023		18439	20181208141938
890	Ressource	49091		33634	20181216161025
891	Populationsgenetik	49303		3811	20181003063729
892	Bauernbefreiung	49577		40029	20181119170457
893	Gran_Canaria	49602		20201	20181215154647
894	4-Brom-2,5-dimethoxyphenylethylamin	49623		14092	20181215154647
895	Leibeigenschaft	49735		67147	20181209072354
896	Meeresfrüchte	49791		2565	20181213184123
897	Will_Quadflieg	49905		15163	20181218140305
898	Düne	49974		17053	20181208141939
899	Greifswalder_Oie	50336		26120	20181204203921
900	Waldbrand	50505		47642	20181219085723
901	Rømø	50609		21594	20181217230759
902	Deponiegas	50612		25342	20181208141939
903	Kanarienvogel	50730		50112	20181215154647
904	Royal_Dutch_Shell	50856		42312	20181215154647
905	Villnöß	51654		8806	20181216161025
906	Eingriffsregelung_in_Deutschland	51745		26282	20181120131139
907	Hecke	51746		40574	20181113115552
908	Rammelkammer	51749		608	20171125122027
909	Muttergang	51750		514	20171125102033
910	Ministerium_für_Ländlichen_Raum_und_Verbraucherschutz_Baden-Württemberg	51771		8475	20181125210148
911	Ministerium_für_Umwelt,_Klima_und_Energiewirtschaft_Baden-Württemberg	51776		5428	20181026150330
912	Schichtung	51885		4510	20181003063729
913	Diana	51989		26432	20181216161025
914	Asbest	51992		55126	20181217141831
915	Arktischer_Rat	52053		8374	20181011062135
916	Krause_Glucke	52282		5941	20181208141939
917	Staub	52317		38710	20181219182705
918	Schauinsland	52339		26701	20181211164122
919	Sauropoden	52383		87593	20181216161025
920	Camarasauridae	52392		4382	20181208141939
921	Camarasaurus	52406		5788	20181126102836
922	Amphicoelias	52416		5892	20181216003124
923	Tienshanosaurus	52425		7593	20181208141939
924	Phuwiangosaurus	52429		7086	20181126102836
925	Aragosaurus	52431		4853	20181126102836
926	Mescalin	52440		20750	20181210113116
927	Beatrix_(Niederlande)	52507		20747	20181219122825
928	Karl_Carstens	52563		20972	20181215113527
929	Teneriffa	52636		25032	20181215092416
930	Opisthocoelicaudia	52680		34369	20181208141939
931	Westerwald	52694		55843	20181213175918
932	Landschaftsschutzgebiet	52731		20660	20181216161025
933	Deutscher_Bauernverband	52737		30628	20181209224255
934	Abrosaurus	52849		3261	20181126102836
935	Buchdrucker_(Käfer)	52910		20961	20181126102836
936	Sierra_Nevada_(Spanien)	52928		11079	20181123205844
937	Kaliumpermanganat	52930		16808	20181210113116
938	Nordstrandischmoor	53321		8222	20181204203921
939	Norderoog	53322		8321	20181208141939
940	Hooge	53323		20718	20181216161012
941	Club_of_Rome	53325		20378	20181208141939
942	Südfall	53326		5966	20181204203921
943	Süderoog	53327		5436	20181204203921
944	Habel	53329		3692	20181208141939
945	Völs_am_Schlern	53333		6318	20181217164433
946	Titanosauria	53377		85655	20181215154647
947	Janenschia	53379		5227	20181126102836
948	Macrurosaurus	53384		2811	20181209152438
949	Malawisaurus	53390		9480	20181217003417
950	Titanosaurus	53398		25375	20181201002551
951	Fumarsäure	53400		7785	20181210113116
952	Maleinsäure	53507		7572	20181215163234
953	Aegyptosaurus	53547		8924	20181208141939
954	Jiangshanosaurus	53550		4179	20181126102836
955	Tangvayosaurus	53552		5913	20181126102836
956	Ampelosaurus	53554		7291	20181126102836
957	Hypselosaurus	53556		5379	20181208141939
958	Magyarosaurus	53560		4574	20181126102836
959	N-Butan	53611		7190	20181210113116
960	Wasserstoffperoxid	53772		36847	20181210113116
961	Hausruck	53779		27313	20181208141939
962	Lokale_Agenda_21	53830		15673	20181104191113
963	Sark	53833		60860	20181216161025
964	Alamosaurus	53874		14299	20181208141939
965	Propionsäure	53909		18024	20181217193510
966	Limnologie	53931		18784	20181217141831
967	Malonsäure	53940		6690	20181218111023
968	Bernsteinsäure	53941		18067	20181212085953
969	Feuerbrand	54044		27643	20181216161026
970	Therapsiden	54086		20032	20181216161026
971	Aconitsäure	54092		5387	20181211120634
972	Naturpark_Obere_Donau	54110		22540	20181217195321
973	Styrol	54275		20811	20181210113116
974	Grabenbruch	54292		7951	20181207150030
975	Sandstein	54371		17040	20181218214551
976	Aeolosaurus	54407		15641	20181208141939
977	Antarctosaurus	54421		13675	20181208141939
978	Jainosaurus	54422		7111	20181126102836
979	Argyrosaurus	54427		6325	20181208141939
980	Epachthosaurus	54428		9700	20181217010400
981	Laplatasaurus	54433		5050	20181208141939
982	Neuquensaurus	54435		9963	20181210200541
983	Belemniten	54454		18889	20181126102836
984	Tal	54562		13205	20181208141939
985	Neuwerk	54565		38443	20181208141939
986	Fischerstechen	54652		14611	20181105001532
987	Borealer_Nadelwald	54823		35838	20181031213350
988	Norderfriedrichskoog	54862		4703	20181208141939
989	Propan	55007		7457	20181210113116
990	Kupferstecher_(Käfer)	55163		9845	20181208141939
991	Pan_(Mythologie)	55378		10216	20181216161026
992	Kohlenstoffdisulfid	55392		19259	20181215154647
993	Laubbaum	55437		1512	20181211044728
994	Silbernitrat	55554		8686	20181210113116
995	Dichlormethan	55568		24552	20181210113116
